IATA,Countries,Cities,Type Point,Location
TIV, Montenegro,Tivat,"{'location': {'type': 'Point', 'coordinates': (171.2509786, -44.3930254)}}","{'location': {'type': 'Point', 'coordinates': (171.2509786, -44.3930254)}}"
TIZ, Papua Nueva Guinea,Tari,"{'location': {'type': 'Point', 'coordinates': (18.6988104, 42.4303762)}}","{'location': {'type': 'Point', 'coordinates': (18.6988104, 42.4303762)}}"
TJA, Bolivia,Tarija,"{'location': {'type': 'Point', 'coordinates': (17.4688574, 10.0928183)}}","{'location': {'type': 'Point', 'coordinates': (17.4688574, 10.0928183)}}"
TJH, Japon,Toyooka,"{'location': {'type': 'Point', 'coordinates': (-63.833333, -21.583333)}}","{'location': {'type': 'Point', 'coordinates': (-63.833333, -21.583333)}}"
TJL, Brasil,Tres Lagoas,"{'location': {'type': 'Point', 'coordinates': (134.8201126, 35.5446737)}}","{'location': {'type': 'Point', 'coordinates': (134.8201126, 35.5446737)}}"
TJM, Rusia,Tiumen,"{'location': {'type': 'Point', 'coordinates': (-51.7061247, -20.7866799)}}","{'location': {'type': 'Point', 'coordinates': (-51.7061247, -20.7866799)}}"
TJN, Polinesia frances,Takume,"{'location': {'type': 'Point', 'coordinates': (65.542274, 57.153534)}}","{'location': {'type': 'Point', 'coordinates': (65.542274, 57.153534)}}"
TJQ, Indonesia,Tanjung Pandan,"{'location': {'type': 'Point', 'coordinates': (-142.1742182243683, -15.7738092)}}","{'location': {'type': 'Point', 'coordinates': (-142.1742182243683, -15.7738092)}}"
TJU, Tayikistan,Kulob,"{'location': {'type': 'Point', 'coordinates': (107.6544753, -2.7422808)}}","{'location': {'type': 'Point', 'coordinates': (107.6544753, -2.7422808)}}"
TKD, Ghana,Sekondi-Takoradi,"{'location': {'type': 'Point', 'coordinates': (69.7815382, 37.9161378)}}","{'location': {'type': 'Point', 'coordinates': (69.7815382, 37.9161378)}}"
TKE, Estados Unidos,Tenakee Springs,"{'location': {'type': 'Point', 'coordinates': (-1.7490216, 4.927456)}}","{'location': {'type': 'Point', 'coordinates': (-1.7490216, 4.927456)}}"
TKG, Indonesia,Bandar Lampung,"{'location': {'type': 'Point', 'coordinates': (-135.19321625234068, 57.795167000000006)}}","{'location': {'type': 'Point', 'coordinates': (-135.19321625234068, 57.795167000000006)}}"
TKJ, Estados Unidos,Tok,"{'location': {'type': 'Point', 'coordinates': (105.2643742, -5.4460713)}}","{'location': {'type': 'Point', 'coordinates': (105.2643742, -5.4460713)}}"
TKK, micronesia,Chuuk State,"{'location': {'type': 'Point', 'coordinates': (-143.05116251136363, 63.3239655)}}","{'location': {'type': 'Point', 'coordinates': (-143.05116251136363, 63.3239655)}}"
TKN, Japon,Tokunoshima,"{'location': {'type': 'Point', 'coordinates': (151.8503317, 7.4496479)}}","{'location': {'type': 'Point', 'coordinates': (151.8503317, 7.4496479)}}"
TKP, Polinesia frances,Takapoto,"{'location': {'type': 'Point', 'coordinates': (128.95807087259615, 27.7775025)}}","{'location': {'type': 'Point', 'coordinates': (128.95807087259615, 27.7775025)}}"
TKQ, Tanzania,Kigoma,"{'location': {'type': 'Point', 'coordinates': (-145.1763391639576, -14.63233395)}}","{'location': {'type': 'Point', 'coordinates': (-145.1763391639576, -14.63233395)}}"
TKS, Japon,Tokushima,"{'location': {'type': 'Point', 'coordinates': (30.0050533, -4.5126571)}}","{'location': {'type': 'Point', 'coordinates': (30.0050533, -4.5126571)}}"
TKU, Finlandia,Turku,"{'location': {'type': 'Point', 'coordinates': (134.5550353, 34.0698307)}}","{'location': {'type': 'Point', 'coordinates': (134.5550353, 34.0698307)}}"
TKV, Polinesia frances,Tatakoto,"{'location': {'type': 'Point', 'coordinates': (22.2670522, 60.4517531)}}","{'location': {'type': 'Point', 'coordinates': (22.2670522, 60.4517531)}}"
TKX, Polinesia frances,Takaroa,"{'location': {'type': 'Point', 'coordinates': (-138.39634858317768, -17.3425592)}}","{'location': {'type': 'Point', 'coordinates': (-138.39634858317768, -17.3425592)}}"
TLA, Estados Unidos,Teller,"{'location': {'type': 'Point', 'coordinates': (-144.90704378340652, -14.44654775)}}","{'location': {'type': 'Point', 'coordinates': (-144.90704378340652, -14.44654775)}}"
TLC, Mexico,Toluca,"{'location': {'type': 'Point', 'coordinates': (-105.1797307, 38.889575)}}","{'location': {'type': 'Point', 'coordinates': (-105.1797307, 38.889575)}}"
TLE, Madagascar,Toliara,"{'location': {'type': 'Point', 'coordinates': (-99.6569007, 19.292545)}}","{'location': {'type': 'Point', 'coordinates': (-99.6569007, 19.292545)}}"
TLH, Estados Unidos,Tallahassee,"{'location': {'type': 'Point', 'coordinates': (43.66966, -23.354173)}}","{'location': {'type': 'Point', 'coordinates': (43.66966, -23.354173)}}"
TLI, Indonesia,Tolitoli,"{'location': {'type': 'Point', 'coordinates': (-84.2809332, 30.4380832)}}","{'location': {'type': 'Point', 'coordinates': (-84.2809332, 30.4380832)}}"
TLK, Rusia,Vitim,"{'location': {'type': 'Point', 'coordinates': (120.88032303244093, 0.9702500000000001)}}","{'location': {'type': 'Point', 'coordinates': (120.88032303244093, 0.9702500000000001)}}"
TLL, Estonia,Tallin,"{'location': {'type': 'Point', 'coordinates': (115.4158334, 56.6015917)}}","{'location': {'type': 'Point', 'coordinates': (115.4158334, 56.6015917)}}"
TLM, Argelia,Tlemcen,"{'location': {'type': 'Point', 'coordinates': (24.7453688, 59.4372155)}}","{'location': {'type': 'Point', 'coordinates': (24.7453688, 59.4372155)}}"
TLN, Francia,Tolon,"{'location': {'type': 'Point', 'coordinates': (-1.316699, 34.881789)}}","{'location': {'type': 'Point', 'coordinates': (-1.316699, 34.881789)}}"
TLQ, China,Turfan,"{'location': {'type': 'Point', 'coordinates': (5.9304919, 43.1257311)}}","{'location': {'type': 'Point', 'coordinates': (5.9304919, 43.1257311)}}"
TLS, Francia,Toulouse,"{'location': {'type': 'Point', 'coordinates': (89.1840477, 42.9400252)}}","{'location': {'type': 'Point', 'coordinates': (89.1840477, 42.9400252)}}"
TLT, Estados Unidos,Tuluksak,"{'location': {'type': 'Point', 'coordinates': (1.4442469, 43.6044622)}}","{'location': {'type': 'Point', 'coordinates': (1.4442469, 43.6044622)}}"
TLU, Colombia,Tolu,"{'location': {'type': 'Point', 'coordinates': (-160.94683160934488, 61.108486)}}","{'location': {'type': 'Point', 'coordinates': (-160.94683160934488, 61.108486)}}"
TLV, Israel,Tel Aviv,"{'location': {'type': 'Point', 'coordinates': (-94.4952176, 35.8145273)}}","{'location': {'type': 'Point', 'coordinates': (-94.4952176, 35.8145273)}}"
TLY, Rusia,Plastun,"{'location': {'type': 'Point', 'coordinates': (34.7818064, 32.0852997)}}","{'location': {'type': 'Point', 'coordinates': (34.7818064, 32.0852997)}}"
TMC, Indonesia,Tambolaka,"{'location': {'type': 'Point', 'coordinates': (136.286379, 44.7589818)}}","{'location': {'type': 'Point', 'coordinates': (136.286379, 44.7589818)}}"
TME, Colombia,Tame,"{'location': {'type': 'Point', 'coordinates': (119.2419987, -9.4241666)}}","{'location': {'type': 'Point', 'coordinates': (119.2419987, -9.4241666)}}"
TMI, Nepal,Tumlingtar,"{'location': {'type': 'Point', 'coordinates': (-71.7245069, 6.4615077)}}","{'location': {'type': 'Point', 'coordinates': (-71.7245069, 6.4615077)}}"
TMJ, Uzbekistan,Termez,"{'location': {'type': 'Point', 'coordinates': (87.196861, 27.317297)}}","{'location': {'type': 'Point', 'coordinates': (87.196861, 27.317297)}}"
TML, Ghana,Tamale,"{'location': {'type': 'Point', 'coordinates': (67.2761489, 37.2290733)}}","{'location': {'type': 'Point', 'coordinates': (67.2761489, 37.2290733)}}"
TMM, Madagascar,Toamasina,"{'location': {'type': 'Point', 'coordinates': (-0.8423986, 9.4051992)}}","{'location': {'type': 'Point', 'coordinates': (-0.8423986, 9.4051992)}}"
TMN, Kiribati,Tamana,"{'location': {'type': 'Point', 'coordinates': (49.4098352, -18.1553985)}}","{'location': {'type': 'Point', 'coordinates': (49.4098352, -18.1553985)}}"
TMP, Finlandia,Tampere,"{'location': {'type': 'Point', 'coordinates': (175.98248337500002, -2.5)}}","{'location': {'type': 'Point', 'coordinates': (175.98248337500002, -2.5)}}"
TMR, Argelia,Tamanrasset,"{'location': {'type': 'Point', 'coordinates': (23.7603118, 61.4980214)}}","{'location': {'type': 'Point', 'coordinates': (23.7603118, 61.4980214)}}"
TMS, Santo Tome y Principe,Santo Tome,"{'location': {'type': 'Point', 'coordinates': (4.3208436, 24.3753438)}}","{'location': {'type': 'Point', 'coordinates': (4.3208436, 24.3753438)}}"
TMT, Brasil,Porto Trombetas,"{'location': {'type': 'Point', 'coordinates': (6.7313031, 0.3389242)}}","{'location': {'type': 'Point', 'coordinates': (6.7313031, 0.3389242)}}"
TMU, Costa Rica,Tambor,"{'location': {'type': 'Point', 'coordinates': (-56.378979, -1.466592)}}","{'location': {'type': 'Point', 'coordinates': (-56.378979, -1.466592)}}"
TMW, Australia,Tamworth,"{'location': {'type': 'Point', 'coordinates': (-3.7408415, 40.5149183)}}","{'location': {'type': 'Point', 'coordinates': (-3.7408415, 40.5149183)}}"
TMX, Argelia,Timimoun,"{'location': {'type': 'Point', 'coordinates': (150.9290159, -31.0900743)}}","{'location': {'type': 'Point', 'coordinates': (150.9290159, -31.0900743)}}"
TNA, China,Jinan,"{'location': {'type': 'Point', 'coordinates': (0.8485978976216642, 30.0244725)}}","{'location': {'type': 'Point', 'coordinates': (0.8485978976216642, 30.0244725)}}"
TNC, Estados Unidos,Tin City,"{'location': {'type': 'Point', 'coordinates': (117.1140042, 36.6507007)}}","{'location': {'type': 'Point', 'coordinates': (117.1140042, 36.6507007)}}"
TNE, Japon,Tanegashima,"{'location': {'type': 'Point', 'coordinates': (-167.9492412, 65.558379)}}","{'location': {'type': 'Point', 'coordinates': (-167.9492412, 65.558379)}}"
TNG, Marruecos,Tanger,"{'location': {'type': 'Point', 'coordinates': (130.99589484044418, 30.591848)}}","{'location': {'type': 'Point', 'coordinates': (130.99589484044418, 30.591848)}}"
TNH, China,Tonghua,"{'location': {'type': 'Point', 'coordinates': (-5.803792, 35.777103)}}","{'location': {'type': 'Point', 'coordinates': (-5.803792, 35.777103)}}"
TNJ, Indonesia,Tanjung Pinang,"{'location': {'type': 'Point', 'coordinates': (125.9170455, 41.7225544)}}","{'location': {'type': 'Point', 'coordinates': (125.9170455, 41.7225544)}}"
TNK, Estados Unidos,Tununak,"{'location': {'type': 'Point', 'coordinates': (104.446094, 0.9236915)}}","{'location': {'type': 'Point', 'coordinates': (104.446094, 0.9236915)}}"
TNN, Taiwan,Tainan,"{'location': {'type': 'Point', 'coordinates': (-165.24728904992503, 60.573679999999996)}}","{'location': {'type': 'Point', 'coordinates': (-165.24728904992503, 60.573679999999996)}}"
TNO, Costa Rica,Tamarindo,"{'location': {'type': 'Point', 'coordinates': (120.184982, 22.9912348)}}","{'location': {'type': 'Point', 'coordinates': (120.184982, 22.9912348)}}"
TNR, Madagascar,Antananarivo,"{'location': {'type': 'Point', 'coordinates': (-85.8385625, 10.302834)}}","{'location': {'type': 'Point', 'coordinates': (-85.8385625, 10.302834)}}"
TOE, Tunez,Tozeur,"{'location': {'type': 'Point', 'coordinates': (47.5255809, -18.9100122)}}","{'location': {'type': 'Point', 'coordinates': (47.5255809, -18.9100122)}}"
TOF, Rusia,Tomsk,"{'location': {'type': 'Point', 'coordinates': (8.07113085067842, 33.984410499999996)}}","{'location': {'type': 'Point', 'coordinates': (8.07113085067842, 33.984410499999996)}}"
TOH, Vanuatu,Islas Torres,"{'location': {'type': 'Point', 'coordinates': (82.0475315, 58.6124279)}}","{'location': {'type': 'Point', 'coordinates': (82.0475315, 58.6124279)}}"
TOL, Estados Unidos,Toledo,"{'location': {'type': 'Point', 'coordinates': (2.6776456, 39.604754)}}","{'location': {'type': 'Point', 'coordinates': (2.6776456, 39.604754)}}"
TOS, Noruega,Troms,"{'location': {'type': 'Point', 'coordinates': (-4.0239568, 39.8560679)}}","{'location': {'type': 'Point', 'coordinates': (-4.0239568, 39.8560679)}}"
TOW, Brasil,Toledo,"{'location': {'type': 'Point', 'coordinates': (21.827278548625912, 69.86993469999999)}}","{'location': {'type': 'Point', 'coordinates': (21.827278548625912, 69.86993469999999)}}"
TOY, Japon,Toyama,"{'location': {'type': 'Point', 'coordinates': (-4.0239568, 39.8560679)}}","{'location': {'type': 'Point', 'coordinates': (-4.0239568, 39.8560679)}}"
TPA, Estados Unidos,Tampa,"{'location': {'type': 'Point', 'coordinates': (137.2136215, 36.6957569)}}","{'location': {'type': 'Point', 'coordinates': (137.2136215, 36.6957569)}}"
TPE, Taiwan,Taipei,"{'location': {'type': 'Point', 'coordinates': (-82.458444, 27.9477595)}}","{'location': {'type': 'Point', 'coordinates': (-82.458444, 27.9477595)}}"
TPP, Peru,Tarapoto,"{'location': {'type': 'Point', 'coordinates': (121.5636796, 25.0375198)}}","{'location': {'type': 'Point', 'coordinates': (121.5636796, 25.0375198)}}"
TPQ, Mexico,Tepic,"{'location': {'type': 'Point', 'coordinates': (-76.3598708, -6.4877198)}}","{'location': {'type': 'Point', 'coordinates': (-76.3598708, -6.4877198)}}"
TPS, Italia,Trapani,"{'location': {'type': 'Point', 'coordinates': (-104.894676, 21.5043446)}}","{'location': {'type': 'Point', 'coordinates': (-104.894676, 21.5043446)}}"
TQA, Groenlandia,Tasiusaq,"{'location': {'type': 'Point', 'coordinates': (12.515992, 38.0174321)}}","{'location': {'type': 'Point', 'coordinates': (12.515992, 38.0174321)}}"
TQI, Groenlandia,Tiniteqilaaq,"{'location': {'type': 'Point', 'coordinates': (-56.0565041, 73.3691077)}}","{'location': {'type': 'Point', 'coordinates': (-56.0565041, 73.3691077)}}"
TQR, Italia,San Domino Island,"{'location': {'type': 'Point', 'coordinates': (-37.7784589, 65.8897371)}}","{'location': {'type': 'Point', 'coordinates': (-37.7784589, 65.8897371)}}"
TRC, Mexico,Torreon,"{'location': {'type': 'Point', 'coordinates': (15.490628702160954, 42.11775225)}}","{'location': {'type': 'Point', 'coordinates': (15.490628702160954, 42.11775225)}}"
TRD, Noruega,Trondheim,"{'location': {'type': 'Point', 'coordinates': (-107.21208446076524, 35.7947315)}}","{'location': {'type': 'Point', 'coordinates': (-107.21208446076524, 35.7947315)}}"
TRE, Reino Unido,Tiree,"{'location': {'type': 'Point', 'coordinates': (10.3951929, 63.4305658)}}","{'location': {'type': 'Point', 'coordinates': (10.3951929, 63.4305658)}}"
TRF, Noruega,Oslo,"{'location': {'type': 'Point', 'coordinates': (-6.89353558653846, 56.498356)}}","{'location': {'type': 'Point', 'coordinates': (-6.89353558653846, 56.498356)}}"
TRG, Nueva Zelanda,Tauranga,"{'location': {'type': 'Point', 'coordinates': (10.7389701, 59.9133301)}}","{'location': {'type': 'Point', 'coordinates': (10.7389701, 59.9133301)}}"
TRI, Estados Unidos,Bristol,"{'location': {'type': 'Point', 'coordinates': (176.167505, -37.6859006)}}","{'location': {'type': 'Point', 'coordinates': (176.167505, -37.6859006)}}"
TRK, Indonesia,Tarakan,"{'location': {'type': 'Point', 'coordinates': (-2.5972985, 51.4538022)}}","{'location': {'type': 'Point', 'coordinates': (-2.5972985, 51.4538022)}}"
TRM, Estados Unidos,Palm Springs,"{'location': {'type': 'Point', 'coordinates': (117.59862807440442, 3.3416343)}}","{'location': {'type': 'Point', 'coordinates': (117.59862807440442, 3.3416343)}}"
TRN, Italia,Turin,"{'location': {'type': 'Point', 'coordinates': (-116.49529769785079, 33.772179449999996)}}","{'location': {'type': 'Point', 'coordinates': (-116.49529769785079, 33.772179449999996)}}"
TRO, Australia,Taree,"{'location': {'type': 'Point', 'coordinates': (7.6824892, 45.0677551)}}","{'location': {'type': 'Point', 'coordinates': (7.6824892, 45.0677551)}}"
TRR, Sri Lanka,Trincomalee,"{'location': {'type': 'Point', 'coordinates': (152.4608481, -31.912864)}}","{'location': {'type': 'Point', 'coordinates': (152.4608481, -31.912864)}}"
TRS, Italia,Trieste,"{'location': {'type': 'Point', 'coordinates': (81.2344952, 8.576425)}}","{'location': {'type': 'Point', 'coordinates': (81.2344952, 8.576425)}}"
TRT, Indonesia,Tana Toraja,"{'location': {'type': 'Point', 'coordinates': (13.7772781, 45.6496485)}}","{'location': {'type': 'Point', 'coordinates': (13.7772781, 45.6496485)}}"
TRU, Peru,Trujillo,"{'location': {'type': 'Point', 'coordinates': (119.6937644, -3.1169403)}}","{'location': {'type': 'Point', 'coordinates': (119.6937644, -3.1169403)}}"
TRV, India,Thiruvananthapuram,"{'location': {'type': 'Point', 'coordinates': (-5.8816626, 39.4605657)}}","{'location': {'type': 'Point', 'coordinates': (-5.8816626, 39.4605657)}}"
TRW, Kiribati,Tarawa Sur (Bairiki),"{'location': {'type': 'Point', 'coordinates': (76.9360573, 8.5241122)}}","{'location': {'type': 'Point', 'coordinates': (76.9360573, 8.5241122)}}"
TRZ, India,Tiruchirappalli,"{'location': {'type': 'Point', 'coordinates': (172.9777542, 1.3296193)}}","{'location': {'type': 'Point', 'coordinates': (172.9777542, 1.3296193)}}"
TSA, Taiwan,Taipei,"{'location': {'type': 'Point', 'coordinates': (78.6870296, 10.804973)}}","{'location': {'type': 'Point', 'coordinates': (78.6870296, 10.804973)}}"
TSF, Italia,Venecia,"{'location': {'type': 'Point', 'coordinates': (121.5636796, 25.0375198)}}","{'location': {'type': 'Point', 'coordinates': (121.5636796, 25.0375198)}}"
TSJ, Japon,Tsushima,"{'location': {'type': 'Point', 'coordinates': (12.3345898, 45.4371908)}}","{'location': {'type': 'Point', 'coordinates': (12.3345898, 45.4371908)}}"
TSM, Estados Unidos,Taos,"{'location': {'type': 'Point', 'coordinates': (129.31544896587815, 34.3952765)}}","{'location': {'type': 'Point', 'coordinates': (129.31544896587815, 34.3952765)}}"
TSN, China,Tianjin,"{'location': {'type': 'Point', 'coordinates': (-105.5732847, 36.4072377)}}","{'location': {'type': 'Point', 'coordinates': (-105.5732847, 36.4072377)}}"
TSR, Rumania,Timisoara,"{'location': {'type': 'Point', 'coordinates': (117.1951073, 39.0856735)}}","{'location': {'type': 'Point', 'coordinates': (117.1951073, 39.0856735)}}"
TST, Thailand,Trang,"{'location': {'type': 'Point', 'coordinates': (21.2257474, 45.7538355)}}","{'location': {'type': 'Point', 'coordinates': (21.2257474, 45.7538355)}}"
TSU, Kiribati,Tabiteuea South,"{'location': {'type': 'Point', 'coordinates': (99.5032004, 7.5892935)}}","{'location': {'type': 'Point', 'coordinates': (99.5032004, 7.5892935)}}"
TSV, Australia,Townsville,"{'location': {'type': 'Point', 'coordinates': (175.0679800190476, -1.49635205)}}","{'location': {'type': 'Point', 'coordinates': (175.0679800190476, -1.49635205)}}"
TTE, Indonesia,Ternate City,"{'location': {'type': 'Point', 'coordinates': (146.8239537, -19.2569391)}}","{'location': {'type': 'Point', 'coordinates': (146.8239537, -19.2569391)}}"
TTJ, Japon,Tottori,"{'location': {'type': 'Point', 'coordinates': (127.3878435, 0.7831475)}}","{'location': {'type': 'Point', 'coordinates': (127.3878435, 0.7831475)}}"
